"","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"3061900","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1364.915","1365.176","1364.118","1364.244","1365.04"
"3063100","NaN","NaN","1359.95","1359.8","1361.29","1361.445","1361.8","1362.697","1364.57","1366.012","1363.24","1363.252","1361.914","1361.846","1362.295","1361.624","1361.846","1362.188","1362.012","1362.812","1362.206","1362.15","1361.321","1361.857","1361.929","1361.309","1361.573","1361.457"
"3065700","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1301.777","1301.936","1301.753","1301.513","1302.09","1302.73","1302.161","1302.457","1302.47","1302.178","1302.4","1301.5","1302.06","1302.16"
"4000700","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1315.05","1314.189","1314.952","1313.966","1313.761","1313.546","1313.649","1314.098","1313.929","1312.951","1313.535","1313.574","1313.424","1314.248","1313.855","1313.091","1313.985","1314.576","1313.375","1313.98","1314.6"
"4003200","1320.89","NaN","NaN","NaN","NaN","NaN","NaN","1321.24","1321.06","NaN","NaN","NaN","1321.07","1321.07","1321.692","1320.982","1320.55","1321.23","1321.473","1321.17","1321.578","1321.4","1320.834","1321.253","1322.044","1320.627","1321.048","1321"
"4003400","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1302.21","1303.436","NaN","1302.721","1302.159","1301.617","1301.72","1302.076","1301.225","1301.028","1302.15","1302.038","1302.281","1302.406","1301.884","1302.58","1302.906","1301.752","1301.91","1302"
"4003800","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1302.577","1303.672","1302.616","1303.282","1302.908","1302.593","1303.192","1303.073","1302.546","1302.847","1302.926","1302.723","1302.823","1303.359","1302.946","1303.032","1303.354","1303.404","1302.644","1302.644"
"4004900","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1321.395","1320.649","1320.967","1320.82","1320.75","1321.93","1420.14","1320.294","1320.503","1319.1","1319.624","1319.243","1319.32","1319.19","1319.871","1318.694","1319.838","1320.151","1318.904","1318.858","1319.17"
"4005900","1345.57","1345.64","NaN","NaN","NaN","NaN","NaN","1345.25","NaN","NaN","NaN","1345.835","1345.469","1345.092","1345.443","1346.205","1345.186","1345.132","1345.55","NaN","NaN","NaN","1345.01","1345.374","1346.25","1345.503","1345.537","1344.99"
"4006900","NaN","NaN","NaN","NaN","NaN","1326.476","1326.826","1326.887","1326.691","1327.174","1326.747","1326.887","1326.72","1326.159","1325.606","1326.008","1325.672","1325.177","NaN","1326.016","1326.09","1327.17","1326.692","1326.544","1326.505","1326.279","1326.152","1325.73"
"4007600","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1304.021","1302.384","1303.137","1303.221","1301.967","1302.071","1302.355","1302.4","1301.99","1302.224","1301.925","1302.724","1302.761","1301.72","1302.555","1303.378","1302.38","1302.587","1302.282"
"4007900","1308.269","1309.018","1308.465","1309.121","1309.098","1308.688","1308.68","1309.518","1308.742","1310.417","1309.066","1309.817","1308.698","1308.365","1308.331","1308.957","1308.088","1308.168","1308.345","1308.447","1309.514","1309.479","1308.167","1308.66","1309.449","1308.272","1308.472","1308.012"
"4011100","1349.78","NaN","NaN","1349.963","1350.032","1350.13","1350.09","1350.241","1350.36","1350.588","1350.077","1350.178","1349.98","1350.19","1350.09","1350.35","1350.54","1349.94","1350.38","1350.28","1350.27","1350.6","NaN","1350.48","1350.41","1350.38","1350.55","1350.35"
"4013201","1341.237","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1342","1342.195","1342.073","1341.811","1341.981","1342.159","1341.959","1341.91","1342.22","1342.223","1342.753","1342.404","1342.394","1342.187","1342.528","1342.09","1342.34","1342.02"
"4013400","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1343.859","1344.161","1343.999","1343.638","1343.735","1343.897","1343.513","1343.58","1343.723","1343.833","1344.208","1344.178","1343.627","1343.863","1344.051","1343.693","1343.785","1343.552"
"4013500","1344.15","1344.47","1344.43","1344.31","1344.38","1344.283","NaN","1344.92","NaN","1344.83","1344.251","1344.688","1344.348","1344.217","1344.098","1344.31","1343.885","1343.893","1344.153","1344.149","1344.774","1344.746","1344.003","1344.358","1344.703","1344.122","1344.286","1343.987"
"4015200","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1344.366","1344.854","1344.4","1344.279","1344.172","1344.474","1343.966","1344.056","1344.218","1344.272","1344.806","1344.81","1344.33","1344.531","1344.762","1344.228","1344.382","1344.194"
"4015500","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1342.38","1343.308","1343.105","1342.656","1342.24","1342.635","1341.653","1342.425","1342.19","1342.09","1343.313","1342.523","1341.657","1342.108","1342.306","1342.35","1342.43","1342.32"
"4015700","NaN","NaN","1344.43","NaN","NaN","NaN","NaN","1344.7","1344.212","1345.269","1344.521","1344.871","1344.56","1344.31","1344.4","1344.411","1343.946","1343.99","1344.45","1344.231","1344.769","1344.803","1344.033","1344.385","1344.648","1344.14","1344.424","1343.99"
"4015900","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1358.354","1358.185","1357.814","1357.859","1358.098","1358.174","1358.747","1358.431","1357.962","1358.139","1358.563","1357.88","1357.99","1358.02"
"4016600","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1354.065","1353.585","1353.34","1353.127","1352.88","1353.519","1352.472","1353.668","1353.541","1353.643","1353.765","1353.49","1353.274","1353.474","1353.854","1353.986","1353.633","1353.246"
"4019600","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1351.99","1353.275","1352.207","1351.935","1352.138","1352.963","1352.76","1353.28","1351.488","1352.253","1353.013","1351.807","1352.318","1352.78"
"4019800","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1366.877","1367.032","1366.913","1366.621","1366.826","1366.807","1366.547","1366.719","1366.829","1366.674","1367.293","1367.003","1366.773","1367.104","1366.945","1366.79","1367.31","1367.08"
"4023000","1014.775","1014.739","1014.71","1015.04","1014.657","1014.95","NaN","1015.04","1014.88","1014.993","1014.85","1015.18","1015.09","1015.03","1014.93","1015.101","1014.856","1014.875","1014.958","1014.865","1014.91","1015.51","1015.046","1015.155","1015.272","1014.923","1015.12","1014.991"
"5001300","1079.42","NaN","NaN","NaN","NaN","NaN","1082.31","NaN","NaN","NaN","1081.18","1083.1","NaN","NaN","NaN","NaN","NaN","NaN","1082.646","NaN","NaN","NaN","NaN","1081.55","1082.66","NaN","1082.212","NaN"
"6000200","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1062.946","1064.621","1064.143","1062.999","1062.08","1062.241","1062.407","1062.561","1063.421","1064.266","1065.281","1064.913","1064.647","1064.164","1064.58","NaN","NaN","NaN"
"6003200","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1078.415","1076.979","1080.08","NaN","NaN","NaN","NaN","NaN","NaN","1079.39","1079.849","NaN","1079.5","1077.81","1076.97","1077.18","NaN","NaN","NaN"
"6010200","1093.609","NaN","NaN","1095.86","1092.797","1094.935","1094.758","1095.225","1095.718","1094.873","1094.38","1094.623","1094.4","1093.685","1092.976","1095.032","1094.872","1094.722","1095.224","1094.709","1094.927","1095.293","NaN","1095.801","1095.534","NaN","NaN","1095.84"
"6013800","1012.183","1015.183","1017.306","1018.161","1017.413","1017.2","1017.069","NaN","1016.65","NaN","1016.22","1016.652","1016.453","1016.198","1016.771","1016.688","1016.923","NaN","1016.826","1016.118","1016.877","1016.822","1015.529","1016.443","1017.145","1016.959","1017.419","1016.965"
"7004400","NaN","1015.967","1015.772","1016.12","1015.622","1015.707","1015.715","1015.848","1015.71","1015.845","1015.274","1015.536","1015.706","1015.571","1015.935","1015.879","1015.822","1015.984","1016.049","1015.883","1016.516","1016.101","1015.593","1015.982","1016.782","1016.246","1016.12","1016.221"
"7005300","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","987.68","NaN","NaN","NaN","NaN","NaN","NaN","NaN","988.654","NaN","987.836","988.611","988.381","988.798","988.562"
"7006002","971.129","970.511","970.477","970.801","NaN","970.45","970.49","970.47","NaN","970.196","NaN","970.535","NaN","970.3","NaN","NaN","NaN","NaN","NaN","NaN","NaN","970.462","970.06","970.622","970.737","970.407","971.214","970.723"
"7009800","966.672","966.828","966.346","967.815","NaN","966.295","966.178","966.341","NaN","966.109","NaN","965.88","NaN","NaN","965.64","NaN","NaN","NaN","NaN","NaN","NaN","966.237","965.766","966.038","966.645","965.732","967.191","965.93"
"7010100","NaN","980.061","979.277","983.049","978.98","979.309","978.519","978.996","978.475","978.602","978.436","978.644","978.806","978.793","979.164","978.363","979.455","978.558","978.669","977.879","979.423","982.238","979.361","978.692","NaN","978.646","979.483","NaN"
"8001800","1010.83","1011.48","1011.099","1011.606","1011.019","1010.5","NaN","NaN","NaN","NaN","1011.325","1010.661","1011.413","1010.09","1011.484","NaN","NaN","NaN","NaN","NaN","NaN","1011.646","1011.411","1011.511","1011.483","1011.163","NaN","1011.534"
"8002600","1005.185","1006.641","1008.127","1008.112","1007.417","1007.503","1007.412","1007.957","1007.161","1007.327","1006.683","1006.535","1007.525","1007.505","1007.749","1008.134","1007.894","1007.82","1007.754","1007.149","1008.067","1007.928","1007.57","1007.497","1008.103","1007.686","1008.344","1007.965"
"8004500","1118.563","1119.119","1120.062","1120.62","1120.566","1120.274","1120.719","1121.366","1120.501","1120.265","1119.572","1119.726","1119.337","1118.583","1117.962","1117.524","1117.126","1116.484","1116.599","1116.437","1116.389","1116.922","1117.671","1118.308","1118.878","1118.338","1118.628","1118.785"
"9000800","NaN","NaN","NaN","NaN","NaN","1108.03","NaN","NaN","1107.057","1106.838","1106.748","1107.415","1106.485","1105.15","NaN","1104.02","1104.015","1103.152","1103.794","1103.757","1103.614","1105.131","1105.439","1107.711","1108.486","1106.821","1107.233","1107.099"
"9001000","NaN","1266.597","1266.393","1266.537","1266.677","1266.461","1266.522","1266.635","1266.342","1266.919","1266.149","1265.979","1266.278","1266.257","1266.335","1266.255","1266.087","1266.049","1266.087","1266.158","1266.377","1266.146","1266.349","1266.75","1266.787","1266.34","NaN","1266.89"
"9002900","NaN","NaN","1310.206","1310.418","1310.399","1310.312","1311.138","1310.999","1310.442","1310.877","1310.677","1310.888","1310.566","1310.355","1310.329","1310.478","1310.092","1309.324","1309.656","1309.861","1310.019","1310.603","1310.601","1310.532","1310.814","1310.275","1310.625","1310.905"
"9003200","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1079.369","1079.885","1079.623","1079.425","1079.52","1079.507","1079.333","1079.147","1079.862","1078.659","1079.207","1081.02","1079.018","1080.49","1080.068","1079.632","1079.255","1079.595","1079.53","1079.788","1079.62"
"9003400","NaN","NaN","NaN","NaN","1074.546","1074.813","1074.521","1074.442","1074.197","1074.89","1074.361","1074.231","1074.731","1074.512","1074.312","1074.6","1074.174","1074.23","1074.454","1074.289","1074.443","1074.506","1074.738","1074.456","1074.519","1074.465","1074.491","1075.01"
"9003900","NaN","NaN","NaN","1309.058","1308.754","1308.804","1308.626","1308.537","1308.452","1308.982","1308.479","1308.42","1308.621","1308.534","1308.548","1308.605","1308.351","1308.326","1308.783","1308.547","1308.505","1308.91","1308.921","1308.592","1308.894","1308.7","1309.06","1308.986"
"9005700","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1300.02","NaN","NaN","NaN","1301.06","NaN","NaN","NaN","1303.283","1300.336","1300.599","1301.437","1300.83","1301.195","1301.32","NaN","1300.807","1300.904","1300.886","NaN","1301.42"
"9006001","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1289.67","NaN","NaN","NaN","1290.125","1289.699","1289.887","1290.792","1289.668","1290.422","1290.447","1291.093","1289.856","1290.704","1290.577","1290.329","1290.481"
"9006300","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1290.174","1289.39","1289.553","1290.37","1289.46","1289.45","1289.41","1289.785","1289.787","1290.367","1289.965","NaN","1289.81"
"9006600","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1289.232","1288.666","1289.072","1289.514","1288.94","1289.561","1289.297","1289.618","1289.258","1289.658","1289.27","1289.655","1289.495"
"9006700","864.221","864.904","864.79","865.264","864.952","864.897","864.385","865.007","864.801","864.807","864.681","864.723","865.199","864.629","865.013","865.028","865.064","864.287","864.564","864.036","864.757","864.995","864.592","864.715","NaN","864.619","865.088","NaN"
"10000200","895.867","895.582","895.665","896.011","895.734","895.76","895.34","895.831","895.611","895.648","895.454","895.52","895.828","895.457","895.795","NaN","895.567","895.315","895.586","895.476","895.825","895.703","895.41","895.283","895.419","895.389","895.564","NaN"
"10000600","944.208","944.61","944.584","944.706","944.431","944.418","944.32","944.762","944.389","944.677","944.108","944.653","944.951","944.398","944.542","NaN","944.258","944.171","944.478","944.249","944.53","944.416","944.273","944.645","944.931","944.446","944.702","944.566"
"10000900","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","965.241","965.15","964.627","965.201","966.047","966.471","966.825","NaN","965.337","965.539","966.203","966.143","966.375","966.064","966.568","967.181","967.424","967.159","967.394","967.727"
"10001000","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","945.457","945.899","945.461","945.581","945.863","946.112","945.774","NaN","945.627","945.25","945.767","945.886","946.073","945.934","945.84","946.405","946.335","946.566","946.302","945.23"
"10001100","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","916.816","916.455","916.329","916.781","916.161","916.504","916.811","916.351","916.461","916.528","916.396","916.73","916.477","916.453","916.67","916.869","916.453","916.705","NaN"
"10001400","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","929.231","929.295","928.338","929.361","929.818","929.11","929.026","929.438","929.237","929.508","929.165","927.948","929.279","929.476","928.776","929.4","930.055","929.152","929.317","929.306"
"10001500","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","972.061","971.899","971.761","971.923","972.462","972.053","972.3","972.491","972.018","972.067","972.42","972.481","972.598","972.373","972.432","972.52","971.771","972.146","972.21","NaN"
"10001900","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","915.617","915.846","914.93","915.782","916.281","915.293","915.643","915.779","915.378","915.3","915.412","915.191","916.02","915.756","915.495","915.539","NaN","915.541","915.676","NaN"
"10002900","937.913","NaN","941.116","942.35","941.721","941.301","941.797","NaN","NaN","NaN","940.212","941.416","941.412","941.646","941.513","NaN","941.319","940.789","941.044","939.914","941.062","941.948","941.26","942.011","943.459","941.822","942.531","942.982"
"10004100","927.845","929.588","928.556","NaN","929.325","NaN","929.195","929.36","NaN","NaN","928.222","929.255","930.01","929.068","929.03","NaN","929.176","928.824","929.089","928.424","929.266","929.013","928.644","929.637","930.17","929.118","929.616","929.812"
"10004200","931.83","934.117","931.83","NaN","933.538","NaN","933.38","933.537","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","933.901","934.122","933.502","934.016","NaN"
"10004300","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","948.35","948.205","948.13","948.302","948.409","947.964","948.463","NaN","948.285","948.03","948.077","948.077","948.826","948.534","948.514","948.151","948.285","948.115","948.148","948.02"
"10004600","NaN","NaN","955.2","NaN","NaN","NaN","NaN","NaN","955.495","955.633","954.831","955.616","956.04","955.557","956.231","NaN","956.261","956.512","957.236","957.074","957.876","957.778","957.513","957.817","957.806","956.996","957.889","NaN"
"10004700","942.91","944.46","NaN","NaN","NaN","NaN","NaN","NaN","944.385","944.01","943.389","943.732","944.292","943.703","944.87","NaN","943.846","943.633","944.514","944.673","944.977","945.105","944.36","944.557","944.95","944.33","944.829","944.969"
"10004800","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","968.911","968.954","NaN","NaN","969.357","968.609","969.282","969.158","968.845","968.881","969.285","969.592","970.018","969.691","969.493","970.05","NaN","NaN","NaN","NaN"
"10005100","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","936.524","936.626","936.182","936.781","937.201","936.878","937.003","936.907","936.563","936.577","936.799","937.02","937.189","937.228","937.026","936.905","937.187","936.837","937.063","NaN"
"10005200","962.05","NaN","NaN","NaN","NaN","NaN","NaN","NaN","962.231","962.259","961.722","962.184","962.547","962.026","962.296","961.643","962.181","962.12","962.251","962.25","962.172","NaN","NaN","962.543","NaN","NaN","NaN","962.337"
"10005300","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","946.136","946.292","945.761","946.16","947.637","946.954","946.806","NaN","946.793","946.695","946.818","946.796","947.31","947.336","946.874","947.103","947.434","947.237","947.826","946.807"
"10005600","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","931.847","931.794","930.809","931.786","932.075","932.754","932.394","932.382","933.405","NaN","932.738","932.466","933.02","931.808","931.632","931.754","931.586","931.228","931.533","NaN"
"10005800","959.167","960.842","962.534","963.173","962.577","962.36","962.944","961.889","961.848","961.904","960.956","961.973","962.489","961.949","962.106","962.312","961.773","961.423","961.605","961.217","962.017","962.212","961.752","961.981","962.612","961.703","961.905","961.938"
"10005900","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","968.514","968.381","967.516","968.143","968.487","968.104","968.438","968.78","968.714","968.317","968.414","968.303","968.955","968.73","968.496","968.92","968.628","967.974","968.679","NaN"
"10006300","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","947.261","947.338","947.432","947.726","947.562","946.838","947.203","947.353","947.158","947.147","947.503","947.093","947.45","947.517","946.818","947.591","NaN","NaN","NaN","NaN"
"10006600","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","937.185","937.446","937.075","937.375","937.804","937.413","937.548","937.5","937.283","937.021","937.199","937.071","937.41","937.225","937.213","937.076","937.5","937.008","937.43","NaN"
"10006900","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","938.459","938.277","937.918","937.947","938.621","938.36","938.371","938.194","938.095","938.199","938.213","938.52","938.64","938.323","938.933","938.615","NaN","NaN","939.325","NaN"
